Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault,Fault Mode,TTC,Turbine ID
1288.867567927458,14115.99914396184,3635.8924148955625,2.729672688676108,7698.638132430466,4.78606528541795,-212.11878053906187,820.3298637996229,118.67493628535313,1.0,2,97,601
1288.1691969565018,14717.499468884273,3651.774735673087,3.771610347916213,8061.748909913048,4.150766995507278,-67.93507667735315,734.8658609495101,119.0060817543982,1.0,2,92,507
927.81101897414,15199.192193477802,2987.025065050017,4.70347012729701,6810.05520756461,2.8086263242869363,155.81875619165075,517.7843341838526,126.16818685385824,1.0,1,94,512
1266.215219048743,13996.91975649114,3480.8418593788865,1.0935110926423368,7308.159628614254,2.206297278888593,-108.96885606064971,752.4034137605458,138.53662384950837,1.0,2,93,259
887.2892801736315,15147.734687457469,3325.900657656782,0.0094234674672741,7556.979113853785,4.209683197412171,162.13793144126802,520.7002429147955,122.81489069043404,1.0,3,93,474
1192.3580789049192,16006.662240388565,3486.358069502676,-0.1705485126251402,8370.743410137367,2.714317529429216,-6.014026953817279,649.2772465531627,113.29898343630224,1.0,2,87,791
1085.7206026282852,13781.06169395728,3474.422842810196,-0.2734458438189486,7182.185332149261,3.69085247101736,36.41673726191684,607.3180256247831,119.70727622974356,1.0,2,80,997
869.7105209273599,15124.744846135109,3184.120887930863,2.0792049993427293,7223.852398380518,2.388049929352513,148.42084842301216,516.4212644703811,137.40773401079434,1.0,1,74,235
1233.6027338972392,15806.088988286963,3586.6550935424148,3.449358052532262,8503.648436823616,1.4706490400120065,-44.4780641210474,759.1837966944979,126.03882829055752,1.0,2,91,463
958.0360636594538,15629.78061970553,3098.04503597089,3.0090052668420046,7263.26463932891,2.1933604709769257,147.66249263189266,510.738652968621,123.89696258396762,1.0,1,79,278
1188.831438204869,14694.2458176633,3407.601732403409,1.8311873466512405,7510.820625694652,3.8235015170729736,-151.1304381415652,724.7824633066325,105.83176021368492,1.0,2,96,956
979.8537330400502,14938.17377993147,3415.1231459579417,1.4730633153854304,7652.355455127899,3.9611402855879705,35.895515889345404,571.1555332916681,117.76901508401328,1.0,2,73,501
1005.8888460342348,13923.161571941624,3543.8915562229668,2.87583837024808,7401.3262096098015,1.9314300659497727,-0.4052208335894818,622.0302957424142,130.29190299449235,1.0,2,82,688
919.2923631720702,15516.9547398162,3562.963915315709,3.2038266098501778,8292.952472032826,4.494530507603018,174.71266573758652,515.0731379133306,150.41559230299026,1.0,1,89,236
847.0443277162628,14934.137960340751,3642.829221637503,5.746493991822373,8160.377124284278,3.714381264280446,154.42846407815438,498.0217473030028,154.79620635571305,1.0,1,91,128
1195.9330110013182,14593.554365587966,3567.338535088269,3.1350610551735127,7809.022327840137,2.3617581126579617,-135.2697035170205,716.5982939734719,122.87280780714887,1.0,2,93,237
890.3733843182468,15151.70692648882,3389.4908326104264,1.8810195805540344,7703.485758860063,4.886751064175603,177.3351645605089,584.5798685266616,106.31129995021628,1.0,3,77,108
949.0114029510124,14464.280537545354,3753.1212429772218,1.00744664459611,8142.929782476517,2.519804728149824,39.168322602541366,623.6994133131167,131.84821458995057,1.0,2,75,340
1207.9481075394517,15280.80633229758,3425.5210958361986,1.1408147243400304,7851.70866790091,3.4084050653336626,-110.46994501176653,780.9987707618848,109.71248857116858,1.0,2,95,926
832.3393381891036,15750.829844174552,3936.660796139492,6.606822761050085,9300.851153133875,2.973227756480532,162.29690917265,534.3985576635291,149.00615866584698,1.0,1,98,715
863.9514667092811,15158.1808890526,3401.960801326829,4.400507577489375,7735.130580596761,4.458240549145989,152.85101759286508,520.9476583341814,130.69923126390935,1.0,1,89,201
1007.2104123875356,14892.05821801884,3259.428932948724,4.155896148971892,7280.940814045114,4.816445707082742,141.954195382852,489.1588075934491,136.01477466376926,1.0,1,82,254
959.4595754244882,15686.514494943738,3402.4313743330463,1.3453058922280514,8005.843360729,4.6277714293913474,123.1929580062442,499.0789728451547,97.54716563518063,1.0,3,72,408
1328.5045819739184,15680.105328798812,3454.1433873523624,2.1781191904521204,8124.199820168843,2.2451212953366166,-221.6228211297633,829.4113774770417,134.24489376836644,1.0,2,99,469
908.6904747880662,14990.378575326426,3236.506594574119,2.5786063987644794,7277.468867130983,2.470627680568268,177.15110314164446,467.21383492356784,125.46839147989247,1.0,1,70,905
925.3247202198016,15127.853547684172,3693.467404558239,1.0868483301392144,8381.13509689533,1.614439303019449,48.50569471986384,622.7408341984764,111.43969302777276,1.0,2,75,843
974.1166425837098,15801.694969714506,3476.431756475491,4.142188981320011,8240.02712982818,3.0423996892472376,189.98871430091475,527.1445127830268,133.06444096622397,1.0,1,75,777
843.8913611080983,15198.711654936244,3392.754623206896,2.762991869753791,7734.824885111021,2.929810441181222,146.5471937285363,495.4750066537684,131.1369193788744,1.0,1,80,402
974.838721355588,15324.729436877602,3509.876201059939,5.552722423150136,8068.185470726905,4.298722799736908,102.65376532358324,542.6080954068397,129.67125733817548,1.0,3,88,97
882.0603278300777,14603.021489582436,3896.021810117106,3.1211300127423454,8534.053532553293,3.170902445576271,146.96940423634666,534.877087986019,126.31180626993324,1.0,3,79,231
967.0811732364476,15380.583271513187,3361.4059157114434,5.917303904199685,7755.057539393533,1.2438294892997748,143.26059933737898,481.4496133710329,132.1822754203922,1.0,1,92,128
1040.824049854626,14507.58844686746,3363.8327434269145,2.2736963030392685,7320.165156860216,1.8381136692728768,46.04157848464165,578.5067036692662,91.54083943532598,1.0,2,73,63
1041.724227323523,15616.661226959412,3450.498419625432,0.4423104124506787,8082.789732517381,2.058570478767596,61.32060610768514,628.9668031796665,103.92686434078918,1.0,2,71,553
1060.561491023754,15428.06459715519,3530.556842783497,0.1105347539297427,8170.448855158809,2.970049428887971,2.393045184143972,641.9034939514761,117.31813638690592,1.0,2,79,601
1046.75828829723,14404.251533313478,3435.0382770157003,0.3886414046228889,7421.873305304082,1.996826734077996,0.2031932766764725,681.5017469552072,104.59210884039734,1.0,2,82,601
887.4016107581426,15111.48175769502,3806.3925521490055,5.316993450357268,8628.034742163882,3.440519152153862,145.08886072017435,518.1013951656425,139.55256041397536,1.0,1,70,384
963.3457393675748,15033.012849386512,3776.0767892928807,4.012108708491654,8514.871634056504,3.463098232644632,159.80630434926695,563.79204039998,112.41521540266682,1.0,3,90,653
937.9862263530492,15018.288053755932,3309.642972594459,-1.0216361980847617,7455.775727626895,5.150803995890019,180.9683673123379,520.6934817400116,107.46610298031106,1.0,3,97,50
1076.457567241771,14792.41025485712,3529.976605019769,2.112924817275032,7832.529319725023,1.3299917638470105,21.86635461045373,731.6402618221741,118.73533089107654,1.0,2,82,469
923.9712420756484,15051.613995432892,3447.944921422882,2.021471127834965,7784.570405215561,2.279987351768893,145.18379993290117,495.5391562974362,130.94178557005318,1.0,1,73,740
885.7775622714876,14790.671920586256,3466.693353067597,3.871125750193017,7691.208605174988,1.068202942415423,154.72179423142015,522.0639122028323,138.96979097432472,1.0,1,70,575
970.2706714270448,14985.113712441136,3661.140502224393,1.7327325904004842,8229.391011458456,3.124760178285674,151.8222562686174,540.3097045979902,134.7464312501258,1.0,3,82,931
983.206222095842,15006.453492502931,3667.432955986957,4.357528216400323,8255.274313633623,1.180119039248548,114.0826298200606,490.8030944066592,148.90768374115498,1.0,1,92,740
886.9527953554901,15601.806903600474,3300.274659926348,2.13490097975869,7723.537195952488,2.94306776460739,154.68167046383422,523.2383964220788,109.0821686515185,1.0,3,77,169
1006.0291825523882,14534.848736589573,3840.8521101117663,5.497754132440655,8373.93066601281,2.7343412451692504,138.07184815618905,544.8420275478085,120.03668892447382,1.0,1,94,121
958.7420659533896,14925.228974781165,3500.147001977306,-0.162522537295509,7836.074317485766,4.568339577379976,38.73357608298605,609.0762844081148,113.53692329100625,1.0,2,73,139
1074.8935329117094,15310.31630577341,3126.7241423765063,4.073651993274595,7180.67034310236,2.611551108669385,-27.51775288724849,732.4262194712467,117.14718768557692,1.0,2,85,271
1022.5638458262742,15446.99840900308,3479.683232674461,7.439021051314531,8062.599203843562,4.397573969102453,171.5673266016881,520.2641058024963,149.1356316355135,1.0,1,94,600
1223.0129061670789,15299.944670857984,3327.102005399056,4.125888999376872,7635.671489535928,1.5946637265827597,-70.28305653196918,733.4090032412196,139.13005666630306,1.0,2,92,561
1189.7493060230593,15113.68361423384,3688.033978517211,4.075429257637725,8360.96680647798,1.413436537867349,-139.397101395704,811.0111932230509,119.73929692462949,1.0,2,95,271
969.101526431468,15063.885490953662,3639.154506946168,3.657359878584528,8222.971016478752,2.764844286163147,182.8868880654778,487.5602985127367,125.04615799728028,1.0,3,77,508
904.7991935843916,15167.23864475406,3295.4554412452217,4.738972499814037,7497.443868077935,1.922823003565798,141.3531236191822,542.5179706678057,117.04362624986504,1.0,1,99,493
956.4228448209078,14128.765897751447,3205.0290965725776,0.4825580858840584,6792.465870143365,6.292675887518491,143.7743267312797,559.0527495241198,119.01661611572844,1.0,3,85,231
978.1730964488236,15805.522840164753,4061.3909622892697,0.7966496877506767,9628.861142595262,3.854356317492256,162.07063390036586,584.2819600732257,120.38718056736217,1.0,3,93,690
906.521451660764,14489.57917091708,3506.6461555832143,4.487929217976324,7621.474064357249,3.5847607954082488,140.85581987637156,515.2264501517682,121.6105324587082,1.0,1,85,239
948.2328105911552,15411.00295220153,3599.829695495391,1.605508421072508,8321.547909705332,5.87324407666468,142.90962566868666,525.7281408782868,111.37853775150096,1.0,3,99,661
1038.9363450406713,15659.731786533184,3521.456664731599,4.466501477315987,8271.760030139481,2.4249531308430408,2.790506811334467,637.1610843768183,124.05679876653852,1.0,2,80,648
942.4934259423306,15159.590981466928,3379.0491319358166,2.023189149668825,7683.750411964178,5.960874342836038,178.4732642766142,619.7576752077858,107.77441128150213,1.0,3,98,697
1171.3963330951897,15726.143664490652,3457.2730697902416,2.292711343478053,8155.435947434392,2.6866109161086524,-107.41944620566775,756.8994991956798,123.5403873989712,1.0,2,92,806
871.4399787820432,15491.838645400743,3058.6488159044643,2.620233819626732,7107.614089340701,1.5455877082871752,98.61909943508206,535.0896425325227,134.93226180372267,1.0,1,73,582
854.6698158983392,14720.170899033135,3305.763783142511,2.005053399563399,7299.211175953811,2.6770672777727427,138.09836998401835,464.2604002685106,138.33721008195266,1.0,1,72,40
843.6390022139432,14323.432841207024,3486.9998766202125,3.094180352075333,7491.871282510017,4.203890416181789,157.92577629969773,529.1799482622384,127.36728731277051,1.0,3,87,110
910.3030548179308,15091.996482401037,3730.019347671656,1.250433243451518,8444.015831152263,3.775986807564934,147.39958629085302,494.403434611642,129.22284985840656,1.0,3,72,199
1044.7307147274134,15175.416904790089,3500.870390819266,1.6630797369733774,7969.075156547665,1.6269799035804835,81.63531855649589,622.1052232368053,108.39389619648566,1.0,2,74,789
876.4790250900733,14643.363724995286,3440.157584289193,1.8752942855395165,7556.321816707166,2.3159766640600274,145.2054376767153,533.2018876966574,124.8268870558512,1.0,3,75,969
1014.43803331672,15257.327172227246,3494.835207492519,1.6815011850345098,7998.276626059807,1.622576828128545,14.065410834463933,622.3040418435753,127.10036701785602,1.0,2,75,900
948.5546013767968,14919.238732231455,3695.047279097196,1.7608044352739316,8269.09387256,3.851186957371632,64.42047415384506,587.7342269675256,132.0439871783903,1.0,2,72,883
917.3153248956106,14873.089399770808,3511.211832761645,1.370058779315228,7833.385123529558,4.158981867391224,156.73905831071056,489.9341973917393,137.25702222640004,1.0,3,83,347
864.1691336651288,14783.16837869648,3423.692874876592,3.314020712108267,7591.95423693661,3.886985878010222,144.58890222566208,488.0293396052077,119.13843363610052,1.0,1,70,232
888.9605526123576,14908.72435076794,3686.970140750959,2.454905671656618,8245.203227695216,2.815381894815114,161.50112386763524,582.6586989277587,121.0309384654566,1.0,3,83,982
992.5609270371992,14663.55444461782,4075.120859871129,1.7791417970732386,8963.363489567711,2.2109311045522566,43.790710023719626,637.8030500193415,99.71748409212984,1.0,2,76,695
1063.2683773009917,16310.637373628091,3354.0100321023897,-0.0521422334329384,8205.906207169919,2.198902221955008,60.83997283573356,622.0817934364513,118.00490295675426,1.0,2,78,279
849.2917552045584,14776.634915703493,3335.6690441440405,3.5739779580317395,7393.494549739517,2.62252836526299,143.82276514996627,535.9844010807794,136.34793846287943,1.0,1,77,87
904.3564175892355,14486.998378378845,3492.192251610969,0.5501044138651252,7588.707522911292,4.65104522022456,154.15673305870777,548.7023419675432,130.11922922553924,1.0,3,84,531
1271.1158981779058,14798.959061147974,3408.1335336849565,2.2644922262214573,7565.524295989387,3.0149270882766186,-168.81785696130413,821.0572987780993,113.51907479104815,1.0,2,97,282
1042.5904050067193,15517.113696833088,3609.516057074376,0.7623473093201343,8401.390657225164,2.032553822115815,-5.07740840335012,694.2830257535184,111.60408007082268,1.0,2,83,14
959.0144445988316,15886.461451469217,3542.885589518228,1.1323128265909157,8442.587301727068,1.8555807049571909,93.66467004554556,575.3504186745877,123.18202051340712,1.0,2,71,792
915.7543075190508,14999.181671649763,3524.1115848785003,6.452757207957113,7928.818483913729,4.731605112886401,157.38544812210452,548.343653574954,132.54034394929053,1.0,1,100,337
822.3033518424229,14901.465758298184,3247.094400689899,3.7620612210850943,7257.969903876344,2.4273816730812623,154.03542336041315,494.9866029148167,131.30099406224133,1.0,1,81,24
1043.955671294593,14335.20251422153,3603.0058867773546,2.31544369381246,7747.472857032855,2.84010877140497,41.9453320926075,500.8962709490281,121.02906978984768,1.0,2,74,906
915.4493871886092,14641.2773435705,3486.034210237529,4.1808907631058485,7655.999055189362,1.2959348598766045,159.59150563607298,499.97671720333983,149.09717898207862,1.0,1,100,897
925.9580716112216,15562.863889943195,3766.261502525525,1.5975837530193966,8792.072270660654,5.367283244113175,133.28609862146388,500.5140138418232,89.7980197217455,1.0,3,80,334
928.4329327577578,15174.48752696892,3433.049939273513,2.8286304585966207,7814.2160224451,2.178954252047874,155.79667960504926,518.0243781022102,120.2689022292462,1.0,1,78,402
929.4310828889492,14869.207970423791,3778.4374635687823,2.4417604102845063,8427.355867356719,5.388894129703936,159.3707789040968,514.8780664439747,115.87072219841934,1.0,3,82,705
1066.619398519374,15227.511364502958,3506.987416415129,0.7694613333532649,8010.403610794535,4.184140266354312,-9.432731971139646,695.0346742183106,114.72874846996946,1.0,2,86,310
802.1008037222738,14803.320593646442,3629.883788751501,2.934872921195676,8060.15001638527,3.188975338747784,135.2452617181936,445.5335728541325,134.87291964181307,1.0,1,83,774
1332.49787815927,15770.78749254471,3651.9574232587215,1.670676243423529,8639.136668105168,1.089866995967827,-186.78209817865624,790.1258912651215,118.12277793876332,1.0,2,98,301
964.4787282676582,14628.556291682818,3874.902011043552,2.885271168250768,8502.633328995835,4.810335797234996,175.42993910200337,528.1126510990173,134.17080636021456,1.0,3,85,725
1032.3024149929415,14199.465639460048,3320.626244230516,2.0431885874426445,7072.667738466071,3.4082517888342383,36.96665277155358,577.7567483922041,119.59686298174005,1.0,2,76,949
1006.966870802028,14572.6194186227,3309.4455217981167,2.833995836436814,7234.093511374374,6.056666706993831,164.16198264037513,549.4271636735926,118.23884904351904,1.0,3,99,129
1210.6592105229931,14870.56397555953,3614.177268886038,0.6808700088957134,8061.728144397426,2.540290411653617,-127.64609212522092,774.7009998857158,117.27020871051404,1.0,2,95,789
938.7617242791728,14265.30268014261,3554.9368685441523,2.1153543963500114,7606.837565787099,3.480111423891259,157.56115747431372,607.167342021339,114.20257015627868,1.0,3,94,508
867.5817616321334,14368.504375503446,3605.9491435130913,3.6349898521607593,7771.814406961613,2.3028720313432,169.32580539064583,479.144112628412,125.61511254454211,1.0,1,76,893
841.0707827161417,15268.715700195318,2972.8986088289707,4.434640629760684,6808.851549557357,2.713833386196934,142.87927305675902,429.8947214895892,136.19078577772325,1.0,1,92,24
972.319707626344,13653.04809572075,3724.929747410007,1.1912506183842413,7628.496749185465,5.312343322986104,127.82535870211206,517.7551398220174,103.21526387375935,1.0,3,83,96
991.0037763469836,15260.448726914854,3216.977395441023,3.115387302282417,7363.877789815772,4.416860491891665,159.2354455239717,519.7433380876889,93.21460184908588,1.0,3,96,291
939.5051746793064,15428.093364533466,3538.67571915532,1.0112037692154034,8189.252907290382,4.599438618285489,132.1457368251836,528.3861002732407,116.5011758126262,1.0,3,72,230
923.959133678517,15939.79928751269,3581.6095967201472,3.415296685765614,8563.520714692262,3.222753727182613,157.0925221182924,530.3920860727688,130.77376065637495,1.0,1,70,692
948.8562714840594,14878.894666968148,3792.3089374822,1.1392996808059863,8463.804783809932,2.074006583870239,182.9334524313329,488.9443503572229,121.59980593160964,1.0,3,70,27
1093.8755222225304,14588.50393034861,3593.37388578033,2.600868805420455,7863.292358387759,1.3459754294045323,-1.82215337635958,667.4095916479881,124.81928483446003,1.0,2,84,711
1046.191913837106,14735.87960989949,3036.9250828760987,1.814035624067715,6712.764360831933,1.1022893511599026,58.3241344689084,573.6005200911017,122.89089481652424,1.0,2,76,216
