Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
936.8910460144368,14506.183462084971,3363.712459037895,4.226990040233523,7304.55611766235,2.1170457691118507,143.99113291954913,485.1725947262865,90.6978289293652,0.0
928.5646425561996,15204.932512424662,3502.744814753245,2.0191305080257416,7805.106232603117,4.125413428148355,142.46117271440565,465.4166956099208,107.30082987581213,0.0
918.944717123578,15249.562610882524,3456.459629842462,6.131362172607389,7752.249350294052,1.9491845958496776,128.33971285308618,554.294666685377,114.81088603859716,0.0
882.0376993823966,14997.916924065192,3737.678063758685,2.682330404326328,8408.60776337304,1.822671399916982,166.7851156470807,496.89042048194585,119.4489176744265,1.0
1041.562426770566,15763.583306103968,3482.2049988555545,3.095171497025621,8233.804288258681,1.7626155287470635,32.57774326303803,669.2330985197926,125.14362814214007,1.0
802.9164355899459,15766.066387844536,3380.9709753562347,1.4336601567177305,7963.709160214579,3.6064516775140834,158.50239756757247,457.5037475039184,125.98575187093142,0.0
967.7682777251648,14687.62353590878,3280.3345591703296,0.4629971289584376,7075.279856446448,4.433291441797794,122.90565927749483,484.635936587191,105.22854194778002,0.0
857.791250274373,15595.173717156023,3342.8648061813765,2.5752179288157886,7819.88360480485,1.9413082080266109,156.55582578329856,507.3815236308768,113.32153019763284,0.0
987.3988524348764,15443.021489090515,3302.543139876091,3.0180695581078085,7650.18670166324,1.9655474306509344,26.137151260807883,548.4948925348199,114.20800803180468,1.0
1152.9969015776414,14774.78229974927,3357.3675095603703,1.2536007462769592,7440.656108100877,3.537298182694684,-115.19459718946538,742.84765821929,104.34867417181512,1.0
962.3840965197468,15445.712191266764,3693.024458899135,1.3957855114998934,8556.208936119707,3.293350043925717,147.55864348580286,531.0627545465893,133.28342021625247,0.0
1008.410176300766,15175.5050666166,3449.206585527054,1.789972308966084,7851.517802170972,0.8876840266032857,147.81129515513905,488.6019292410817,122.9824304896795,0.0
870.7573211283511,14938.351574273744,3556.5690282607056,4.334918894121741,7969.391781349732,2.223962082346057,150.9340493958003,538.1419182949556,125.89675656751608,1.0
949.2311101072404,16212.924610235146,3736.5067667312337,3.040975111505338,9086.955377197046,2.5675544801156294,108.36802756414907,492.7820456563449,133.3454389907719,1.0
871.4337276522994,14340.060255198268,3592.4515693668263,2.056066578165057,7538.074598305669,1.272727269217628,162.1962310478209,467.048794955282,121.70995088987152,0.0
953.2494863338752,14684.174692419956,3548.2853726280746,2.3109955818337564,7780.376382001958,2.985426837702017,143.56598108731785,547.4568992789087,116.98608066840644,0.0
917.682619009034,15201.32697676044,3890.468759738484,0.3234419689711476,8844.430026979104,3.5016710831495304,160.61264349140967,492.979695342957,117.00337920185017,0.0
929.4575074646336,14998.5411750439,3728.9475254690574,2.7724725304666302,8389.31595004886,1.8896066868125487,122.2530179208087,538.1173555384671,106.27283226113336,0.0
1116.9432555704732,15443.34142365597,3145.4818209535792,1.391662458742522,7286.512455433382,2.5789153607250346,-51.99272399061192,707.3696786970073,125.46314244258645,1.0
891.1922241432896,14916.571929457745,3491.6651510742354,2.858329228656856,7734.425645367596,2.640627224463276,155.5570537851243,484.4040763994079,135.51931865868994,0.0
966.9145293594446,14344.95195887079,3796.307692964335,1.6816317343782414,8168.677721499746,4.662276664896309,143.98708547143454,425.82172454108616,119.59096221424798,1.0
1006.9434293750924,15057.549088724238,3597.4925179422808,2.497645804974594,8003.53183236833,4.45033423172246,123.45881632420368,509.9768911110439,121.02211035137552,0.0
903.7192118824182,15340.54579870186,3538.51905306188,3.935913178744403,8085.425084688506,2.1185492961192,152.00913673751631,510.3225760252838,111.31194648677244,0.0
900.9887063488422,15245.539830482963,3744.004151154295,0.9956056905732812,8454.88085351511,1.6015660393237037,144.35011259394042,513.6304520565789,110.14405565085376,0.0
935.255244934626,14076.8939281823,3134.5245727739243,2.7980955085742214,6502.829017876595,2.440129256649889,139.5082829002896,500.9480034473077,119.98462291675412,0.0
1004.488185709729,14747.584936877533,3460.175903520299,2.291703588370892,7654.385705055384,3.4761131071017486,63.69997207050153,599.9070957727807,131.11374636357004,0.0
862.0174769199227,15154.601866088356,3483.2520654318414,2.820338702412561,7858.70902709522,2.377812204576164,176.86570809517002,567.2468954462244,106.3019739001037,0.0
879.3285088100489,15631.962441893977,3470.9665941661524,1.9582914533530096,8110.217455356626,3.059368938822626,142.25067775169828,496.468017054318,136.63726732767935,0.0
926.929420781309,14436.199632968846,3567.8299217093286,1.5957449244825217,7609.997464677202,0.2511648905121961,124.7916431542329,512.8377370286579,112.077890491923,0.0
1001.4752480399424,15306.408122006347,3907.997786073862,1.6636086936942784,8972.611358031569,2.810206543813172,142.36520450782038,527.6605668999515,116.38617058984316,1.0
946.0563525015466,15211.526740384546,3589.7607082069403,4.250161614314507,8190.861150670746,1.7594567707082671,116.06379351187172,471.3481077523225,137.74475674972604,1.0
954.2110797790772,15561.607436923408,3248.551942820917,1.983101481375384,7488.117217008905,2.4188145207748537,142.05065281959472,549.9409483911606,140.7234557693002,0.0
939.9072616652392,14834.523898628217,3286.591003083236,3.4261616835652804,7313.25191703821,3.981944722722804,152.10381173551062,500.7165628135264,110.49229153088552,1.0
934.0375079649542,14810.480206050664,3675.475099338276,1.6780455867795072,8108.175352220334,0.7359767469402136,193.00138634085187,488.01083058994845,116.35059062123386,0.0
1102.3655929119643,13922.774489483743,3673.059964980744,2.2459207025208574,7670.877836816692,3.408686859875581,-22.113586610639715,696.9593636966472,126.63150351294414,1.0
1006.8715536524696,14692.397181619976,3074.6871409090363,2.786737120214116,6776.178702518265,2.573626814986883,129.73566866033295,462.936979720182,120.4324158607562,0.0
993.4816167522504,14716.188506675506,3557.9254572980262,2.0722551950268624,7732.13034684027,1.41324135761703,137.2613943711653,436.7970775220706,115.96401275356234,0.0
1038.9727444532205,14456.501349292575,3555.003482414251,0.3547055491235695,7708.936896039213,2.1239206322418864,-51.64051743689839,713.0641744314519,107.2274959419204,1.0
930.6443311305412,14636.825373226333,3681.0708300081888,0.7980231180597886,8081.878638796075,2.0622037328734986,136.8109829718202,511.3716110348453,141.88848811525028,1.0
938.629131403382,14600.574667424133,3868.41369759598,0.1081358771760178,8472.159455435458,2.542958590886751,151.48335216619768,554.9788429460563,125.74362369483426,1.0
1107.952175557393,15442.259117906884,3567.6539263907785,1.56669731407584,8263.895456151644,2.067878822832649,38.248800696496346,648.5864958692841,108.51816426124456,1.0
1031.2703526404443,14790.901982688993,3870.5947710428886,3.464313516969741,8587.438180980585,2.0933107676480542,113.61516329007294,520.3334518058753,143.3325682285988,0.0
913.6571362169028,14811.944317069632,3409.608234846673,2.2700815503251195,7575.439097635651,5.079306055654708,121.69967310067116,548.6239154531023,144.72648450471036,1.0
1049.60327318732,15712.850665436496,3512.919612697464,2.6590927075653195,8279.697191099738,2.0293512051643843,62.34857771042199,523.249648319342,106.19779914516708,0.0
1221.0290085996908,15125.371524310416,3189.0685578785974,1.9130207974822016,7235.377013161593,4.266409521652259,-132.50768520651508,798.2474452294954,116.8828994997646,1.0
943.5588435751112,15453.519925432214,3614.292056275218,0.598674063018884,8378.030146197067,5.478960594100991,143.87005937576575,553.7628664142458,116.00171365137692,1.0
917.917121275168,15358.663965275586,3425.19075844638,1.5902033594935747,7890.953081391804,4.362743899165368,148.74328140295017,575.6029574736168,109.1805234551878,1.0
885.0633258054222,15307.755303108104,3127.388910116141,2.4918703138655207,7148.68114573952,3.3404254673075444,146.59759285952333,558.8041563383708,115.84998209560308,0.0
850.2194272505019,14379.918050295408,3383.6880642836954,1.7869206457122206,7283.976413702686,3.0929491636860007,180.2515003962627,469.9736668185289,125.39408046415852,0.0
928.3265447444404,14549.268179537466,3613.2266338296017,2.0470085724107245,7885.470493355143,2.1691887747314,178.08574787713883,533.1624740711138,96.26172484773478,1.0
868.0243329899206,15497.425771248343,3197.2377266169265,1.391358867875855,7384.032920709345,2.36746783572169,100.32696885429992,534.1058276266859,125.89422824929342,0.0
942.029456196676,13735.180923977192,3916.249361037128,2.573357445842825,7882.982169953722,1.5932087728956694,152.32670221345978,485.2166888484357,146.32870867022496,0.0
875.2590341867809,14969.696120944442,3520.813923594902,2.7499007572133083,7791.1926860781,1.3522079443067934,165.23797423775656,488.0702904684125,115.71173424433972,0.0
853.1467805292842,15256.45448085682,3861.402168416678,4.232955751537297,8642.288651041017,3.748163291522572,140.41330640009895,471.1682127771901,132.6888908416265,0.0
1007.0682448451412,14742.463102336187,3698.5215950022393,4.402371652096341,8023.400565406699,1.0915194355501938,171.91832812229913,538.4956763236994,134.50175062914366,0.0
897.396204783674,14825.785286656755,3747.293558544702,3.904476242760254,8208.483173921977,2.090161684004708,136.99774698329952,503.0846127594164,136.3287417268519,0.0
944.9491531913958,14825.02865083416,3337.007927594397,4.290209959588883,7420.68572019715,1.818787941394432,139.2263824724244,522.7548904092588,124.5158103938774,1.0
908.9519176768237,15181.238413138515,3652.0490015159135,3.1623119810371207,8316.393988271631,1.4152303640980115,85.71733445134721,530.4051155175237,122.31626932419027,0.0
992.3448310237432,14772.522707022772,3823.523014058971,0.4981034814586014,8472.462081901544,6.243702945665366,141.90111071013203,567.886130247836,131.32489486455364,1.0
863.8801275727599,14871.229915025671,3578.13911071873,1.365235020667659,7838.028818181261,0.483366279365208,151.388022200326,481.7888648960546,115.62119418164772,0.0
883.1397823950057,14750.03735523966,3742.031904272815,6.925622634534348,8279.266555878394,3.6039249648949694,163.9590154071293,513.9087552070873,158.097827913814,1.0
887.1044725646748,15581.57997212301,3418.7997600689,0.4066258907492037,7882.672919241147,2.7722460371330566,176.01532044002954,456.9566755221927,126.17057696429062,0.0
976.744040621498,14575.602964615782,3434.899501896025,0.3417761987820484,7509.859704448946,1.5293091139324853,113.66142262534936,543.258738192573,116.83496484646685,0.0
920.8793986352468,15247.312036581616,3246.8632022323977,0.7455484790215976,7425.890457679794,1.3476356802141507,168.58854728602648,535.7356833585313,106.23255515199938,0.0
1007.8882168242744,15433.705513692625,2969.5914914818245,1.754946529718186,6874.770086324659,3.8511883244780014,137.17509755351608,574.5066314853392,135.0418192201758,1.0
904.6552840795792,14678.777911986752,3938.461558944626,2.8025811773981184,8671.770380796792,3.593165359660544,119.24171188317128,495.9732267583245,110.02291185333992,1.0
858.5351298355702,14767.689976967466,3541.9864133857886,1.8413669139304143,7810.736392179367,2.3466667737450715,120.88300048827948,483.6000099559852,125.8737350071275,0.0
1071.7623640309346,15382.943863711467,3676.544237080973,2.5107469884982363,8483.411041720276,1.597362540772846,94.04722613521804,603.276585467518,132.24633979332123,1.0
1071.993823900927,14434.77999084999,3648.752669113671,0.3523587228402414,7900.341302952375,4.559016759551006,168.738107006488,562.8970851196481,115.60212850273058,1.0
903.273938909437,15511.541689841812,2950.5585264511533,1.7548254499609357,6700.392976975878,1.8587677907893103,114.20987980804884,495.7079701012779,130.79125218045056,0.0
849.8643423927922,15659.033475797689,3733.067316835656,3.256493367606379,8610.60210183968,1.6919803178844772,178.64588317623804,547.8730122775113,111.7994770475206,0.0
907.2908725375594,14941.563172230775,3525.4687463756413,2.6885666917636883,7901.402097854531,2.052308086501502,154.64478382489034,450.6436090888122,152.83822263837175,1.0
910.2212935144516,14862.294986203047,3331.9747930473814,5.904436527621765,7428.1188391294545,1.6725341043194812,179.0362085805503,483.27016174751583,131.03924363176617,1.0
872.8361392244175,15268.001594614903,3242.454807038376,1.6770755998105538,7399.8802269380285,3.57991284854734,173.73580169742422,467.2237415160883,122.26958148581777,0.0
1004.0223442361632,15091.281227917529,3707.755959508401,2.7750731655260417,8393.218186414271,2.905307513019177,160.8167849954966,551.1359775067298,135.67789168309795,0.0
895.2585448147574,15529.30011931977,3407.486185261471,2.3292206746074826,7921.506580817205,2.628232567929397,172.348835553068,525.4432678644283,130.50632105278194,0.0
858.2270616750873,14602.341125739616,3398.058450082333,3.2589970918343205,7442.94129799564,1.8050268814797343,130.62675394085818,540.3898608749158,119.5735040098144,0.0
938.4559102964664,14737.020300807042,3654.010803204425,3.014747552770074,8077.384707928778,2.7122851195263182,170.02125306384875,477.080063962108,114.12503406901818,0.0
891.2603429058042,15793.191748349927,3592.3125118614144,3.6652411157505433,8510.112047973582,1.9575585701601512,122.39151909487478,512.04052053958,119.0904752496827,0.0
925.3244116996658,15022.962823022785,3473.086267930208,2.2597422225737573,7826.406882639968,4.172520512200856,129.18927434261283,516.1423736980765,111.24208920056697,1.0
1027.6023721560114,15338.400894028857,3676.3720813058526,2.3236448372943217,8458.45032280266,4.998330321839206,141.55464817021243,574.3542904052475,106.96504174862382,1.0
1210.231312910335,14468.657062022558,3430.3128978944787,2.1029834186394365,7444.803140260202,2.3581042106053807,-77.21934916283436,678.2133228521733,121.1410203363233,1.0
911.3313379102052,14631.502065624349,3744.932417964581,1.245065813953434,8141.016530727922,3.0957351217143385,138.38147189353853,496.5388507478886,140.50155521905492,0.0
902.9345769977168,15250.049667807294,3823.193535089052,2.841952447388445,8610.027147690256,1.627928073296459,170.5123321154117,560.0954619880255,115.3562121618332,0.0
906.0178680865612,14550.217027309223,4062.798150012559,3.884296321609184,8756.34935783591,1.0001902217157332,144.77882539939728,482.91899006033503,114.90233091619814,0.0
964.0446732284248,15430.901597080318,3606.743599008184,2.78865270801622,8348.29583432919,1.3363734487692835,119.54471443704128,494.42112020055663,134.4379841053178,1.0
949.62965233747,14232.005451849,3470.4640307780523,2.645643999072565,7234.643838874027,1.888238484449744,126.94958344895348,522.8153501199164,119.34135204321124,0.0
800.3947179604595,14615.54783056879,3699.0145282788776,0.7497200552147305,7951.333927594533,1.1382814402345829,140.52628019238472,537.0129952497363,138.34536351537673,0.0
867.3556977798113,14895.62357517971,3396.6102281756293,0.2040644407423701,7589.194108576416,4.586052712117928,169.29912625594832,537.9627086702826,105.7389585546913,1.0
836.1867379746298,15557.11347035314,3149.633748307381,2.1890320340909595,7228.608398079875,0.9323490325158196,147.97981922042828,481.9589118719987,121.22652205782556,0.0
1053.4565631507182,15653.654622020891,3620.672033429679,1.961297321560888,8293.225372185118,1.7179206344423126,127.64222865738536,455.653132701954,122.04434675734552,0.0
869.4254223919819,14487.590485459394,3620.448758973784,3.334071587938525,7867.736849040279,0.9197805172690288,153.11779148067492,526.5283497767023,129.95979351488677,0.0
943.6063076909558,15581.801711601687,3203.942170678456,5.792154820290332,7488.478739842559,3.492742344096111,132.58701836897765,493.1270603740636,133.9046339513422,1.0
950.1902594895304,15476.914750058331,3301.1413071765173,1.9910648722183264,7663.722388360062,2.5486272889622046,176.09978976911927,532.2741842907287,114.8990910010247,1.0
890.9170150856139,15325.793015420868,3083.1659177965894,3.22616175686182,6946.038515187543,4.633449694755435,154.3963200226185,476.95305971040455,111.47661284023464,0.0
910.67731909889,13517.325117788489,3070.8305089840883,4.67725405501076,6226.412155734272,2.244091931345584,155.06424559728578,500.4264047429852,165.02522021409834,1.0
873.1832892444912,15217.923698446575,3186.523954846628,3.5388250802262533,7273.841761219231,2.3534192875890088,153.13095895964483,473.1913708754475,118.419567426537,1.0
882.4979612420703,14199.227177165594,3456.721609803207,3.640250310834694,7362.416313871994,2.116761331324248,143.8330773453969,486.2181571169877,98.68925621020722,0.0
968.433405549498,14959.236191747474,3352.266432459801,1.194955188317912,7522.101801124925,2.413794009779528,139.7548849823346,471.40545197033873,107.05373082755897,0.0
918.2198663243802,14454.20628631368,3834.954922154885,3.0784443793850635,8198.278849489672,3.4521536917662123,139.70927888560473,482.9598046031641,124.8225753415611,0.0
1162.5549524384412,15407.285777643105,3535.188902174333,1.1373263565061549,8170.149854062852,2.85580970338688,-0.5641525085010812,654.010543784367,120.05038582039676,1.0
912.4303549073228,15132.758240399167,3494.92506828538,2.1015403555224963,7933.178419000979,4.566649492468304,171.6809309091082,498.93390038743314,120.64574703040996,1.0
913.8560501662172,15273.678454679002,3584.6636039181026,2.615750081982158,8118.204414451484,1.9967669339663807,130.33845425566528,483.88812616510495,132.00486492670936,0.0
819.4884536371409,15185.998684672317,3563.68582312737,1.255408782836167,7955.364848721851,3.427784344891356,103.76055121768132,454.9148668467018,125.44562993783596,0.0
872.9774960245147,14467.533281307144,3857.062416379101,0.4431387949205909,8370.32683155654,2.6598515736795187,116.48229849315774,466.8237674766552,143.08658021556835,0.0
955.9053507230816,14562.377737433972,3652.7600966729888,4.090456704293876,7978.930846796684,3.702285054567273,144.9714063572581,505.6571312467814,130.12664567563144,0.0
962.6922309693316,15203.555896012982,3891.1118389081184,0.1138691476061368,8873.810451071615,4.153248503157709,122.18495328697888,533.4840893880944,117.65823936073303,0.0
970.5875336924888,15670.177639023246,3349.067580910457,2.375147879857765,7872.072587694107,3.053841899803778,72.79488199060626,544.0015836683399,122.83759944713869,0.0
837.7398663198047,14671.55150491576,3429.915487679007,2.4915276402615363,7548.32726024862,3.722023089007645,115.12333986230831,530.4378010808049,109.76381363643428,0.0
896.2782888912365,14904.32797811298,3316.656285719423,1.716664961886241,7414.87996095484,2.083848520064688,126.37503907933382,598.5585638998045,110.3228821831418,0.0
950.476892128548,14683.031151100706,3549.750648395775,2.8980701752312474,7700.892428819934,3.3405987235451606,145.23647239814434,546.3772541101663,117.39702020020776,0.0
890.8005003725816,14859.841077616942,3131.3047978637755,0.7523406070240348,6843.501476164403,2.088850632678824,130.31371544787723,496.86611267722,109.81866798943608,0.0
871.9917636829823,15026.13327771132,3608.921207880818,2.304538820661105,8134.219658756414,4.2639787986959,147.52287157763743,483.9945183104901,135.53216945039037,0.0
873.1107325799643,14187.983784168244,3488.7150495602145,5.238969800894574,7424.674882611605,4.595751164348949,142.8377917894113,481.0040884241605,106.269645265579,0.0
938.9567617239884,14731.25483842398,3750.649717187998,3.055660564251469,8184.169437545959,3.0107992263618013,135.17347189813296,495.7786888616392,124.65732188335988,0.0
865.1770519718076,15195.209660185548,3522.891479542689,6.0133762024491215,8029.661196259863,0.3425403819458581,168.33623455421187,486.3344474518013,125.02289346904932,1.0
922.0455666726758,15219.612895105964,3395.768348349145,0.8016852079866246,7659.313857961111,1.9488965718715767,133.93608357767354,476.5865321021501,126.56362672176331,0.0
922.3450550121008,14218.61599095627,3374.302125647416,3.3641868905925265,7189.489238382905,3.605999784007997,127.49971884094565,541.7587282086396,119.92969433834396,0.0
898.1856605472842,15462.355800339235,3683.290652714482,0.3495990760826768,8427.524078308881,2.348752007710506,153.7678119060062,441.7938276583773,119.77410413054464,0.0
977.208480155178,15493.929407895055,3328.081446295901,3.825875135372562,7734.758848895095,3.650440851755184,151.43485052868766,509.41165670128345,129.17885782295411,1.0
860.070785479826,14791.187453572817,3492.830137889647,1.8486681329011925,7668.096406084155,1.4154173378644763,157.17172120849528,514.4322991346635,132.10714348254697,0.0
951.431887850834,16206.820464447168,3565.5394713718906,1.3983665981598652,8659.240802002898,2.202789038334554,158.11647072003214,452.9600943001358,126.45992678184344,0.0
938.272923816755,15334.923658126165,3470.012399008413,5.275707746663071,7981.856284731785,2.566467923286757,170.38595182960086,497.3698450119542,140.69592711149866,1.0
943.7616073476786,15688.085531901732,3668.788677566769,3.959160678966412,8633.440585821016,2.4107190090884125,111.24571174470982,491.8875788396268,138.7460381648606,1.0
921.6008525666666,15193.325448091187,3122.1826969515096,2.355511421784855,7037.180716069248,3.3073741852538183,129.88176591585565,479.7194784769303,129.94055777954475,0.0
1002.8747725348665,15105.852093464744,3592.1346848980734,2.071217078590166,8033.526889743976,1.8288166718526528,154.48538400892778,493.6278915624518,102.38509838387397,0.0
884.6094222586215,15341.177216951715,3429.2363925367054,1.74593328278767,7804.474419201269,2.0148978883729005,139.32739888232152,547.3992273102047,146.12359053642408,0.0
933.6644246652788,14635.336444358138,3308.602704423177,1.911959377470148,7136.267962424602,2.054192063013922,140.35444687591726,508.09769676166223,120.67154998243096,0.0
979.8839268121384,14886.830148527655,3682.2631028014775,3.241809074601388,8197.916054621284,2.555153694488828,161.94757501799558,529.1874964703117,112.62625707483868,0.0
